teamID,teamID_opp,AdjO_diff,AdjD_diff,Barthag_diff,ToPO_diff,ToPD_diff,OrbP_diff,Seed_diff,ftrO_diff,WAB_diff,TO_differential_diff,TeamName,TeamName_opp,teamPred,Season,Seed,Seed_opp,teamPredOpp
1222,1104,1.695999999999998,-0.3199999999999932,0.007889999999999953,-3.914999999999999,6.2894999999999985,3.3130000000000024,0,-8.2228,-1.7100000000000009,10.204499999999998,Houston,Alabama,0.6561418887031472,2023,Y01,X01,0.34385811129685284
1417,1222,-3.8859999999999957,-0.6099999999999994,-0.012379999999999947,0,1.3910000000000018,-3.4080000000000013,1,-1.3956000000000017,-0.0600000000000005,1.3910000000000018,UCLA,Houston,0.40877130400284345,2023,Z02,Y01,0.5912286959971566
1222,1397,5.963999999999999,1.8200000000000074,0.014969999999999928,-2.7905999999999977,-0.0010000000000012221,0.28999999999999915,-3,-2.392699999999998,5.675,2.7895999999999965,Houston,Tennessee,0.6956233904283298,2023,Y01,W04,0.30437660957167023
1163,1222,1.847999999999999,4.484999999999999,-0.01625999999999994,3.5975,-2.721,2.0700000000000003,3,2.890699999999999,-3.37,-6.3185,Connecticut,Houston,0.29667494415761636,2023,Z04,Y01,0.7033250558423836
1222,1345,-1.4680000000000035,-4.5859999999999985,0.01914999999999989,-2.5539999999999985,6.786999999999999,-1.1899999999999977,0,-8.711799999999997,-0.9299999999999997,9.340999999999998,Houston,Purdue,0.6814370669551483,2023,Y01,W01,0.3185629330448517
1112,1222,2.618000000000009,7.411000000000001,-0.03283999999999998,3.0944000000000003,-5.2952999999999975,-5.943999999999999,1,8.025799999999997,-0.8300000000000001,-8.389699999999998,Arizona,Houston,0.2012855730460049,2023,X02,Y01,0.7987144269539951
1222,1388,5.3729999999999905,-1.1299999999999955,0.03312999999999999,-1.1340000000000003,3.099,3.9949999999999974,-4,-2.691399999999998,5.077,4.2330000000000005,Houston,St Mary's CA,0.763017717966292,2023,Y01,Z05,0.23698228203370797
1400,1222,-2.4919999999999902,3.5819999999999936,-0.03421999999999992,1.2379999999999995,0.5970000000000013,-8.821000000000002,1,2.9902999999999977,-0.9199999999999999,-0.6409999999999982,Texas,Houston,0.25142927547274313,2023,Y02,Y01,0.7485707245272568
1222,1211,-5.498000000000005,-10.653000000000006,0.038799999999999946,0.7160000000000011,3.4072999999999993,5.943999999999999,-2,-5.765799999999999,1.8099999999999996,2.6912999999999982,Houston,Gonzaga,0.7390699922552855,2023,Y01,Z03,0.26093000774471453
1266,1222,1.9280000000000115,8.016999999999996,-0.042198999999999987,-0.10299999999999976,0.5970000000000013,-10.6159,1,-1.3956000000000017,-0.6399999999999997,0.7000000000000011,Marquette,Houston,0.25650929276642154,2023,W02,Y01,0.7434907072335785
