teamID,teamID_opp,AdjO_diff,AdjD_diff,Barthag_diff,ToPO_diff,ToPD_diff,OrbP_diff,Seed_diff,ftrO_diff,WAB_diff,TO_differential_diff,AdjT_diff,TeamName,TeamName_opp,teamPred,Season,Seed,Seed_opp,teamPredOpp
1222,1104,1.695999999999998,-0.3199999999999932,0.007889999999999953,-3.914999999999999,6.2894999999999985,3.3130000000000024,0,-8.2228,-1.7100000000000009,10.204499999999998,-9.197000000000003,Houston,Alabama,0.6785015192104668,2023,Y01,X01,0.32149848078953325
1417,1222,-3.8859999999999957,-0.6099999999999994,-0.012379999999999947,0,1.3910000000000018,-3.4080000000000013,1,-1.3956000000000017,-0.0600000000000005,1.3910000000000018,2.8829999999999956,UCLA,Houston,0.43955780246792375,2023,Z02,Y01,0.5604421975320762
1222,1397,5.963999999999999,1.8200000000000074,0.014969999999999928,-2.7905999999999977,-0.0010000000000012221,0.28999999999999915,-3,-2.392699999999998,5.675,2.7895999999999965,-1.984099999999998,Houston,Tennessee,0.6014552909114892,2023,Y01,W04,0.3985447090885108
1163,1222,1.847999999999999,4.484999999999999,-0.01625999999999994,3.5975,-2.721,2.0700000000000003,3,2.890699999999999,-3.37,-6.3185,3.375699999999995,Connecticut,Houston,0.4281963482412183,2023,Z04,Y01,0.5718036517587817
1222,1345,-1.4680000000000035,-4.5859999999999985,0.01914999999999989,-2.5539999999999985,6.786999999999999,-1.1899999999999977,0,-8.711799999999997,-0.9299999999999997,9.340999999999998,-0.48969999999999914,Houston,Purdue,0.6917330565620224,2023,Y01,W01,0.30826694343797756
1112,1222,2.618000000000009,7.411000000000001,-0.03283999999999998,3.0944000000000003,-5.2952999999999975,-5.943999999999999,1,8.025799999999997,-0.8300000000000001,-8.389699999999998,8.926999999999992,Arizona,Houston,0.27069283495865676,2023,X02,Y01,0.7293071650413432
1222,1388,5.3729999999999905,-1.1299999999999955,0.03312999999999999,-1.1340000000000003,3.099,3.9949999999999974,-4,-2.691399999999998,5.077,4.2330000000000005,1.507400000000004,Houston,St Mary's CA,0.6855703840158435,2023,Y01,Z05,0.31442961598415653
1400,1222,-2.4919999999999902,3.5819999999999936,-0.03421999999999992,1.2379999999999995,0.5970000000000013,-8.821000000000002,1,2.9902999999999977,-0.9199999999999999,-0.6409999999999982,5.256,Texas,Houston,0.2998570974784756,2023,Y02,Y01,0.7001429025215244
1222,1211,-5.498000000000005,-10.653000000000006,0.038799999999999946,0.7160000000000011,3.4072999999999993,5.943999999999999,-2,-5.765799999999999,1.8099999999999996,2.6912999999999982,-6.397999999999996,Houston,Gonzaga,0.7259581938286294,2023,Y01,Z03,0.27404180617137064
1266,1222,1.9280000000000115,8.016999999999996,-0.042198999999999987,-0.10299999999999976,0.5970000000000013,-10.6159,1,-1.3956000000000017,-0.6399999999999997,0.7000000000000011,4.968499999999992,Marquette,Houston,0.2947170597108345,2023,W02,Y01,0.7052829402891655
1222,1361,5.766999999999996,-2.1500000000000057,0.04519799999999996,-2.287499999999998,2.530999999999999,5.361000000000001,-4,-5.863799999999998,2.79,4.818499999999997,-2.480699999999999,Houston,San Diego St,0.7362701524942473,2023,Y01,X05,0.2637298475057527
1242,1222,-4.182999999999993,3.4809999999999945,-0.04539699999999991,2.1861999999999995,-1.9519999999999982,-8.7213,0,1.2957999999999998,1.6199999999999992,-4.138199999999998,5.6370000000000005,Kansas,Houston,0.24601505125285186,2023,Z01,Y01,0.7539849487471482
1222,1166,3.2890000000000015,-4.787999999999997,0.05079599999999995,-1.341000000000001,7.884499999999999,11.6131,-5,0.3984000000000023,6.271,9.2255,-4.272099999999995,Houston,Creighton,0.7717120186270605,2023,Y01,X06,0.22828798137293949
1124,1222,3.808000000000007,11.563999999999993,-0.059195,2.7905999999999977,-2.2439999999999998,-2.421999999999997,2,8.711799999999997,-3.2880000000000003,-5.0345999999999975,3.375699999999995,Baylor,Houston,0.24374034978008,2023,X03,Y01,0.75625965021992
1222,1272,3.1899999999999977,-6.201999999999998,0.06429399999999996,-3.0944000000000003,1.2729999999999997,5.150000000000002,-7,-7.431800000000003,3.785,4.3674,-7.876999999999995,Houston,Memphis,0.745931834963118,2023,Y01,W08,0.254068165036882
1462,1222,1.558000000000007,10.450999999999993,-0.06839299999999993,2.1861999999999995,-5.6921,-5.265000000000001,2,2.293199999999999,-3.0890000000000004,-7.878299999999999,6.891999999999996,Xavier,Houston,0.21900177532854956,2023,Y03,Y01,0.7809982246714504
1222,1452,0.9989999999999952,-8.423999999999992,0.0693919999999999,-3.1951,1.2729999999999997,3.4080000000000013,-8,-11.1918,6.964,4.4681,-5.067999999999998,Houston,West Virginia,0.7452678052579714,2023,Y01,X09,0.2547321947420286
